file_path,artist
data/images\Gustav_Klimt\Gustav_Klimt_44.jpg,Gustav_Klimt
data/images\Paul_Klee\Paul_Klee_184.jpg,Paul_Klee
data/images\Paul_Klee\Paul_Klee_73.jpg,Paul_Klee
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_100.jpg,Pierre-Auguste_Renoir
data/images\Amedeo_Modigliani\Amedeo_Modigliani_99.jpg,Amedeo_Modigliani
data/images\Edgar_Degas\Edgar_Degas_649.jpg,Edgar_Degas
data/images\Sandro_Botticelli\Sandro_Botticelli_25.jpg,Sandro_Botticelli
data/images\Edgar_Degas\Edgar_Degas_39.jpg,Edgar_Degas
data/images\Leonardo_da_Vinci\Leonardo_da_Vinci_101.jpg,Leonardo_da_Vinci
data/images\Titian\Titian_133.jpg,Titian
data/images\Mikhail_Vrubel\Mikhail_Vrubel_53.jpg,Mikhail_Vrubel
data/images\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_25.jpg,Henri_de_Toulouse-Lautrec
data/images\Paul_Klee\Paul_Klee_10.jpg,Paul_Klee
data/images\Gustave_Courbet\Gustave_Courbet_27.jpg,Gustave_Courbet
data/images\Leonardo_da_Vinci\Leonardo_da_Vinci_121.jpg,Leonardo_da_Vinci
data/images\Rembrandt\Rembrandt_140.jpg,Rembrandt
data/images\Vincent_van_Gogh\Vincent_van_Gogh_321.jpg,Vincent_van_Gogh
data/images\Hieronymus_Bosch\Hieronymus_Bosch_127.jpg,Hieronymus_Bosch
data/images\Sandro_Botticelli\Sandro_Botticelli_48.jpg,Sandro_Botticelli
data/images\Gustave_Courbet\Gustave_Courbet_2.jpg,Gustave_Courbet
data/images\Marc_Chagall\Marc_Chagall_147.jpg,Marc_Chagall
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_233.jpg,Pierre-Auguste_Renoir
data/images\Rene_Magritte\Rene_Magritte_103.jpg,Rene_Magritte
data/images\Francisco_Goya\Francisco_Goya_105.jpg,Francisco_Goya
data/images\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_39.jpg,Henri_de_Toulouse-Lautrec
data/images\Edgar_Degas\Edgar_Degas_96.jpg,Edgar_Degas
data/images\Edgar_Degas\Edgar_Degas_533.jpg,Edgar_Degas
data/images\Raphael\Raphael_27.jpg,Raphael
data/images\Francisco_Goya\Francisco_Goya_138.jpg,Francisco_Goya
data/images\Salvador_Dali\Salvador_Dali_103.jpg,Salvador_Dali
data/images\Frida_Kahlo\Frida_Kahlo_108.jpg,Frida_Kahlo
data/images\Diego_Velazquez\Diego_Velazquez_87.jpg,Diego_Velazquez
data/images\Edgar_Degas\Edgar_Degas_173.jpg,Edgar_Degas
data/images\Marc_Chagall\Marc_Chagall_236.jpg,Marc_Chagall
data/images\Vincent_van_Gogh\Vincent_van_Gogh_553.jpg,Vincent_van_Gogh
data/images\Edgar_Degas\Edgar_Degas_597.jpg,Edgar_Degas
data/images\Frida_Kahlo\Frida_Kahlo_13.jpg,Frida_Kahlo
data/images\Leonardo_da_Vinci\Leonardo_da_Vinci_62.jpg,Leonardo_da_Vinci
data/images\Rembrandt\Rembrandt_115.jpg,Rembrandt
data/images\Andy_Warhol\Andy_Warhol_4.jpg,Andy_Warhol
data/images\Edgar_Degas\Edgar_Degas_507.jpg,Edgar_Degas
data/images\Edvard_Munch\Edvard_Munch_20.jpg,Edvard_Munch
data/images\Marc_Chagall\Marc_Chagall_12.jpg,Marc_Chagall
data/images\Diego_Rivera\Diego_Rivera_66.jpg,Diego_Rivera
data/images\Marc_Chagall\Marc_Chagall_48.jpg,Marc_Chagall
data/images\Paul_Klee\Paul_Klee_171.jpg,Paul_Klee
data/images\Gustav_Klimt\Gustav_Klimt_26.jpg,Gustav_Klimt
data/images\Camille_Pissarro\Camille_Pissarro_76.jpg,Camille_Pissarro
data/images\Pieter_Bruegel\Pieter_Bruegel_8.jpg,Pieter_Bruegel
data/images\Joan_Miro\Joan_Miro_52.jpg,Joan_Miro
data/images\Edouard_Manet\Edouard_Manet_30.jpg,Edouard_Manet
data/images\Vincent_van_Gogh\Vincent_van_Gogh_530.jpg,Vincent_van_Gogh
data/images\William_Turner\William_Turner_22.jpg,William_Turner
data/images\Titian\Titian_98.jpg,Titian
data/images\Paul_Klee\Paul_Klee_117.jpg,Paul_Klee
data/images\Vincent_van_Gogh\Vincent_van_Gogh_790.jpg,Vincent_van_Gogh
data/images\Paul_Gauguin\Paul_Gauguin_62.jpg,Paul_Gauguin
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_82.jpg,Pierre-Auguste_Renoir
data/images\Gustav_Klimt\Gustav_Klimt_66.jpg,Gustav_Klimt
data/images\Paul_Cezanne\Paul_Cezanne_28.jpg,Paul_Cezanne
data/images\Vincent_van_Gogh\Vincent_van_Gogh_186.jpg,Vincent_van_Gogh
data/images\Raphael\Raphael_46.jpg,Raphael
data/images\Rembrandt\Rembrandt_156.jpg,Rembrandt
data/images\Edgar_Degas\Edgar_Degas_347.jpg,Edgar_Degas
data/images\Titian\Titian_3.jpg,Titian
data/images\Andrei_Rublev\Andrei_Rublev_91.jpg,Andrei_Rublev
data/images\Joan_Miro\Joan_Miro_71.jpg,Joan_Miro
data/images\Henri_Matisse\Henri_Matisse_164.jpg,Henri_Matisse
data/images\Vincent_van_Gogh\Vincent_van_Gogh_584.jpg,Vincent_van_Gogh
data/images\Titian\Titian_149.jpg,Titian
data/images\Frida_Kahlo\Frida_Kahlo_118.jpg,Frida_Kahlo
data/images\Salvador_Dali\Salvador_Dali_130.jpg,Salvador_Dali
data/images\Francisco_Goya\Francisco_Goya_189.jpg,Francisco_Goya
data/images\Paul_Gauguin\Paul_Gauguin_47.jpg,Paul_Gauguin
data/images\Vincent_van_Gogh\Vincent_van_Gogh_831.jpg,Vincent_van_Gogh
data/images\Vincent_van_Gogh\Vincent_van_Gogh_694.jpg,Vincent_van_Gogh
data/images\Camille_Pissarro\Camille_Pissarro_61.jpg,Camille_Pissarro
data/images\Vincent_van_Gogh\Vincent_van_Gogh_436.jpg,Vincent_van_Gogh
data/images\Henri_Rousseau\Henri_Rousseau_41.jpg,Henri_Rousseau
data/images\Vincent_van_Gogh\Vincent_van_Gogh_812.jpg,Vincent_van_Gogh
data/images\Paul_Gauguin\Paul_Gauguin_139.jpg,Paul_Gauguin
data/images\Mikhail_Vrubel\Mikhail_Vrubel_147.jpg,Mikhail_Vrubel
data/images\Paul_Gauguin\Paul_Gauguin_70.jpg,Paul_Gauguin
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_6.jpg,Pierre-Auguste_Renoir
data/images\Georges_Seurat\Georges_Seurat_22.jpg,Georges_Seurat
data/images\Diego_Velazquez\Diego_Velazquez_35.jpg,Diego_Velazquez
data/images\Mikhail_Vrubel\Mikhail_Vrubel_14.jpg,Mikhail_Vrubel
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_305.jpg,Pierre-Auguste_Renoir
data/images\Rembrandt\Rembrandt_19.jpg,Rembrandt
data/images\Edgar_Degas\Edgar_Degas_367.jpg,Edgar_Degas
data/images\Kazimir_Malevich\Kazimir_Malevich_120.jpg,Kazimir_Malevich
data/images\Salvador_Dali\Salvador_Dali_73.jpg,Salvador_Dali
data/images\Sandro_Botticelli\Sandro_Botticelli_69.jpg,Sandro_Botticelli
data/images\Vincent_van_Gogh\Vincent_van_Gogh_804.jpg,Vincent_van_Gogh
data/images\Amedeo_Modigliani\Amedeo_Modigliani_28.jpg,Amedeo_Modigliani
data/images\Vasiliy_Kandinskiy\Vasiliy_Kandinskiy_38.jpg,Vasiliy_Kandinskiy
data/images\Edouard_Manet\Edouard_Manet_47.jpg,Edouard_Manet
data/images\Sandro_Botticelli\Sandro_Botticelli_12.jpg,Sandro_Botticelli
data/images\Vincent_van_Gogh\Vincent_van_Gogh_164.jpg,Vincent_van_Gogh
data/images\Pablo_Picasso\Pablo_Picasso_270.jpg,Pablo_Picasso
data/images\Amedeo_Modigliani\Amedeo_Modigliani_180.jpg,Amedeo_Modigliani
data/images\Andy_Warhol\Andy_Warhol_169.jpg,Andy_Warhol
data/images\Rembrandt\Rembrandt_195.jpg,Rembrandt
data/images\Rembrandt\Rembrandt_92.jpg,Rembrandt
data/images\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_254.jpg,Pierre-Auguste_Renoir
data/images\Amedeo_Modigliani\Amedeo_Modigliani_74.jpg,Amedeo_Modigliani
data/images\Vincent_van_Gogh\Vincent_van_Gogh_753.jpg,Vincent_van_Gogh
data/images\Francisco_Goya\Francisco_Goya_185.jpg,Francisco_Goya
data/images\Vincent_van_Gogh\Vincent_van_Gogh_623.jpg,Vincent_van_Gogh
data/images\Frida_Kahlo\Frida_Kahlo_47.jpg,Frida_Kahlo
data/images\Hieronymus_Bosch\Hieronymus_Bosch_74.jpg,Hieronymus_Bosch
data/images\Paul_Klee\Paul_Klee_22.jpg,Paul_Klee
data/images\Caravaggio\Caravaggio_1.jpg,Caravaggio
data/images\Diego_Velazquez\Diego_Velazquez_25.jpg,Diego_Velazquez
data/images\Sandro_Botticelli\Sandro_Botticelli_76.jpg,Sandro_Botticelli
data/images\Hieronymus_Bosch\Hieronymus_Bosch_116.jpg,Hieronymus_Bosch
data/images\Edgar_Degas\Edgar_Degas_24.jpg,Edgar_Degas
data/images\Vincent_van_Gogh\Vincent_van_Gogh_593.jpg,Vincent_van_Gogh
data/images\Edgar_Degas\Edgar_Degas_23.jpg,Edgar_Degas
data/images\Alfred_Sisley\Alfred_Sisley_152.jpg,Alfred_Sisley
data/images\Salvador_Dali\Salvador_Dali_63.jpg,Salvador_Dali
data/images\Joan_Miro\Joan_Miro_81.jpg,Joan_Miro
data/images\Kazimir_Malevich\Kazimir_Malevich_27.jpg,Kazimir_Malevich
data/images\Pablo_Picasso\Pablo_Picasso_438.jpg,Pablo_Picasso
data/images\Edvard_Munch\Edvard_Munch_66.jpg,Edvard_Munch
data/images\Amedeo_Modigliani\Amedeo_Modigliani_130.jpg,Amedeo_Modigliani
data/images\Pablo_Picasso\Pablo_Picasso_155.jpg,Pablo_Picasso
